lpips_1,lpips_2_A,lpips_2_B
"0.08087760210037231, 0.05765436589717865, 0.04519938305020332, 0.0355723537504673, 0.02765817940235138, 0.024154076352715492, 0.017529159784317017, 0.01160181500017643, 0.011176844127476215, 0.015002192929387093","0.08087760210037231, 0.1037202775478363, 0.14118745923042297, 0.19609816372394562, 0.26728302240371704, 0.38596490025520325, 0.49623745679855347, 0.537079930305481, 0.5074026584625244, 0.47941821813583374","0.45433473587036133, 0.42708155512809753, 0.39724302291870117, 0.36885687708854675, 0.340580016374588, 0.3087425231933594, 0.26634418964385986, 0.08434154838323593, 0.02663934975862503, 0.015002192929387093"
"0.010429986752569675, 0.008559616282582283, 0.009600084275007248, 0.01364439819008112, 0.021370859816670418, 0.04206925630569458, 0.08192859590053558, 0.1311788558959961, 0.18384692072868347, 0.2382161021232605","0.010429986752569675, 0.035607438534498215, 0.08083901554346085, 0.12589305639266968, 0.17549587786197662, 0.2238149642944336, 0.27132946252822876, 0.319240540266037, 0.36205682158470154, 0.40121838450431824","0.49040642380714417, 0.47360390424728394, 0.45024266839027405, 0.4303615987300873, 0.41409510374069214, 0.39847272634506226, 0.3759893476963043, 0.34395816922187805, 0.2983212172985077, 0.2382161021232605"
"0.08649668097496033, 0.08367311954498291, 0.08068805932998657, 0.07666128128767014, 0.07050736993551254, 0.06671920418739319, 0.06465831398963928, 0.06221184507012367, 0.061881665140390396, 0.06206674128770828","0.08649668097496033, 0.08290675282478333, 0.08865562081336975, 0.10330378264188766, 0.1176285594701767, 0.13250508904457092, 0.15083833038806915, 0.16995278000831604, 0.19413357973098755, 0.22447124123573303","0.2662305533885956, 0.23915649950504303, 0.20962798595428467, 0.18268632888793945, 0.15612167119979858, 0.13109444081783295, 0.10949890315532684, 0.08959683030843735, 0.07316884398460388, 0.06206674128770828"
"0.04034152626991272, 0.02893667109310627, 0.020071035251021385, 0.016179412603378296, 0.01813710853457451, 0.02367405965924263, 0.02972172573208809, 0.035582881420850754, 0.03950037062168121, 0.04974430799484253","0.04034152626991272, 0.03010503761470318, 0.02390224114060402, 0.024153541773557663, 0.0351337268948555, 0.05389571189880371, 0.07513692229986191, 0.10322503745555878, 0.13411089777946472, 0.16952955722808838","0.15920361876487732, 0.13876989483833313, 0.11696542799472809, 0.09429265558719635, 0.07469581067562103, 0.06056514382362366, 0.045057497918605804, 0.03655913472175598, 0.03718981146812439, 0.04974430799484253"
"0.031023073941469193, 0.026004863902926445, 0.020988229662179947, 0.019628046080470085, 0.022434402257204056, 0.026909150183200836, 0.031904492527246475, 0.03785604611039162, 0.043629277497529984, 0.049037471413612366","0.031023073941469193, 0.04529089853167534, 0.06502154469490051, 0.08918865770101547, 0.11714102327823639, 0.14900198578834534, 0.1871560662984848, 0.2331767976284027, 0.2744462490081787, 0.3241615891456604","0.2598249018192291, 0.2345947027206421, 0.20829279720783234, 0.17853830754756927, 0.14783401787281036, 0.11995565891265869, 0.09425327181816101, 0.07178254425525665, 0.05547454580664635, 0.049037471413612366"
"0.014690980315208435, 0.011190291494131088, 0.009606817737221718, 0.010498430579900742, 0.015760177746415138, 0.027162393555045128, 0.04883124679327011, 0.07568930089473724, 0.11655442416667938, 0.1647898256778717","0.014690980315208435, 0.031169384717941284, 0.05559812858700752, 0.08690723031759262, 0.12981246411800385, 0.1826760321855545, 0.2526675760746002, 0.3181343376636505, 0.37537866830825806, 0.43861058354377747","0.5179867744445801, 0.5133171081542969, 0.5107343196868896, 0.5036473870277405, 0.48440438508987427, 0.45157861709594727, 0.3998270630836487, 0.3217424154281616, 0.241092711687088, 0.1647898256778717"
"0.15824945271015167, 0.14653721451759338, 0.1348152458667755, 0.11744968593120575, 0.10494552552700043, 0.0909302681684494, 0.07515211403369904, 0.06209776923060417, 0.05990179255604744, 0.05900011584162712","0.15824945271015167, 0.15227696299552917, 0.15137562155723572, 0.1525530219078064, 0.16412366926670074, 0.18519443273544312, 0.22368112206459045, 0.2958121597766876, 0.37093251943588257, 0.4205971360206604","0.4981921315193176, 0.47009092569351196, 0.44056278467178345, 0.40032291412353516, 0.3620920479297638, 0.30281978845596313, 0.23377306759357452, 0.1688164621591568, 0.10771305859088898, 0.05900011584162712"
"0.024643145501613617, 0.02809027023613453, 0.030314138159155846, 0.03369554504752159, 0.03064775839447975, 0.033839836716651917, 0.04452686756849289, 0.056574441492557526, 0.07346859574317932, 0.10590803623199463","0.024643145501613617, 0.09282704442739487, 0.21300362050533295, 0.27886444330215454, 0.35975462198257446, 0.42250317335128784, 0.4659498929977417, 0.49776846170425415, 0.5224896669387817, 0.5465216636657715","0.5458101630210876, 0.5096662044525146, 0.3985868990421295, 0.26833200454711914, 0.20140708982944489, 0.1652877926826477, 0.1429922878742218, 0.12887243926525116, 0.11736595630645752, 0.10590803623199463"
"0.06364838033914566, 0.047490090131759644, 0.03414374589920044, 0.03289898857474327, 0.035845279693603516, 0.03789394348859787, 0.04389951005578041, 0.057198576629161835, 0.07657954096794128, 0.09172358363866806","0.06364838033914566, 0.09984216839075089, 0.17354290187358856, 0.25091230869293213, 0.29476693272590637, 0.3042813539505005, 0.3121051788330078, 0.32487666606903076, 0.35038328170776367, 0.367433100938797","0.3212074637413025, 0.24770238995552063, 0.212053120136261, 0.20398421585559845, 0.19678615033626556, 0.17424695193767548, 0.14448168873786926, 0.11864379048347473, 0.10685693472623825, 0.09172358363866806"
"0.0753379538655281, 0.06988193094730377, 0.09046649187803268, 0.10765252262353897, 0.12381961941719055, 0.1307859569787979, 0.1242188811302185, 0.12329455465078354, 0.1138698160648346, 0.10620570182800293","0.0753379538655281, 0.10138396918773651, 0.16060085594654083, 0.294878214597702, 0.35630160570144653, 0.3864087462425232, 0.3951340317726135, 0.4136047065258026, 0.43843063712120056, 0.4653673768043518","0.4945639967918396, 0.4638791084289551, 0.4395780563354492, 0.40888938307762146, 0.3263629674911499, 0.26515403389930725, 0.19744989275932312, 0.1354922354221344, 0.10951992124319077, 0.10620570182800293"
"0.09066212177276611, 0.062330834567546844, 0.03822838515043259, 0.02558024413883686, 0.031223732978105545, 0.04703095927834511, 0.06222570687532425, 0.0802086815237999, 0.09850595891475677, 0.11899782717227936","0.09066212177276611, 0.10994119197130203, 0.17740699648857117, 0.2480250597000122, 0.322041779756546, 0.37037381529808044, 0.4127097427845001, 0.44351649284362793, 0.4663654565811157, 0.4860919713973999","0.47020745277404785, 0.34618720412254333, 0.24738386273384094, 0.18507042527198792, 0.1505320519208908, 0.1136653870344162, 0.10185109823942184, 0.10068640112876892, 0.10792290419340134, 0.11899782717227936"
"0.15091648697853088, 0.13095125555992126, 0.13579481840133667, 0.13612514734268188, 0.14888995885849, 0.16857026517391205, 0.18956401944160461, 0.20306462049484253, 0.21215663850307465, 0.2172410935163498","0.15091648697853088, 0.18273797631263733, 0.2201872020959854, 0.24538660049438477, 0.2663302421569824, 0.2857668399810791, 0.3033408522605896, 0.3193923830986023, 0.336262583732605, 0.35440629720687866","0.31483566761016846, 0.2861388325691223, 0.26672887802124023, 0.2472803145647049, 0.23648563027381897, 0.2300989031791687, 0.2251085638999939, 0.2206953465938568, 0.21756651997566223, 0.2172410935163498"
"0.23105506598949432, 0.20016391575336456, 0.1618383228778839, 0.1149882823228836, 0.07048645615577698, 0.03565964102745056, 0.01992996595799923, 0.033045101910829544, 0.06541451066732407, 0.10394568741321564","0.23105506598949432, 0.24869999289512634, 0.26229405403137207, 0.27137356996536255, 0.27558791637420654, 0.27782267332077026, 0.28130143880844116, 0.28219228982925415, 0.2836306691169739, 0.2824558913707733","0.14344315230846405, 0.11839348822832108, 0.10282108932733536, 0.09330649673938751, 0.08932763338088989, 0.08814813941717148, 0.0903405100107193, 0.09299802780151367, 0.0981362909078598, 0.10394568741321564"
"0.06397497653961182, 0.0728544145822525, 0.08039718866348267, 0.08592523634433746, 0.07743019610643387, 0.07323826849460602, 0.07800941169261932, 0.08694898337125778, 0.09728514403104782, 0.10826297104358673","0.06397497653961182, 0.17026829719543457, 0.28215986490249634, 0.3581518530845642, 0.409239262342453, 0.4396545886993408, 0.46165725588798523, 0.47628191113471985, 0.4867453873157501, 0.49557051062583923","0.4156058728694916, 0.32287853956222534, 0.23408856987953186, 0.1674594134092331, 0.12451567500829697, 0.09805876016616821, 0.08454719185829163, 0.0838904082775116, 0.09374301880598068, 0.10826297104358673"
"0.18650037050247192, 0.11531864106655121, 0.07095718383789062, 0.049314647912979126, 0.04067203029990196, 0.030478890985250473, 0.019673682749271393, 0.014555394649505615, 0.016697529703378677, 0.02073783241212368","0.18650037050247192, 0.1854199469089508, 0.23835942149162292, 0.30645978450775146, 0.3554115891456604, 0.3704608082771301, 0.37958839535713196, 0.39233431220054626, 0.3974815011024475, 0.4014045298099518","0.41455623507499695, 0.34790751338005066, 0.30899563431739807, 0.28886276483535767, 0.253465861082077, 0.1522137075662613, 0.08368389308452606, 0.051176443696022034, 0.031077489256858826, 0.02073783241212368"
"0.06399979442358017, 0.06788082420825958, 0.06933172047138214, 0.06665922701358795, 0.060508955270051956, 0.04941713809967041, 0.03597782552242279, 0.028265492990612984, 0.061183441430330276, 0.09226706624031067","0.06399979442358017, 0.08321955054998398, 0.11003357172012329, 0.13730230927467346, 0.16328194737434387, 0.18737611174583435, 0.21072670817375183, 0.23250851035118103, 0.2551160752773285, 0.2780308127403259","0.30909204483032227, 0.2858179211616516, 0.26380378007888794, 0.23950158059597015, 0.21280282735824585, 0.18727311491966248, 0.16289372742176056, 0.1386726349592209, 0.11556785553693771, 0.09226706624031067"
"0.20857542753219604, 0.22374235093593597, 0.23333914577960968, 0.2362566441297531, 0.24707113206386566, 0.22297810018062592, 0.19866423308849335, 0.17311595380306244, 0.1505005806684494, 0.13000662624835968","0.20857542753219604, 0.20127621293067932, 0.19073747098445892, 0.18635326623916626, 0.198245570063591, 0.20980304479599, 0.22933447360992432, 0.2597425878047943, 0.2816884219646454, 0.2986113727092743","0.49808159470558167, 0.4741022288799286, 0.44274765253067017, 0.40582984685897827, 0.3804102838039398, 0.3445228338241577, 0.29581356048583984, 0.23415851593017578, 0.17030289769172668, 0.13000662624835968"
"0.06838613748550415, 0.06181640550494194, 0.05104895681142807, 0.0521521270275116, 0.06105923280119896, 0.07284903526306152, 0.09225280582904816, 0.10785358399152756, 0.10449521988630295, 0.10533376038074493","0.06838613748550415, 0.0601796992123127, 0.07425051927566528, 0.10487744957208633, 0.14729416370391846, 0.2161216288805008, 0.3584727644920349, 0.48708513379096985, 0.4997509717941284, 0.5043262839317322","0.48781460523605347, 0.44498592615127563, 0.40278276801109314, 0.3727833330631256, 0.34358152747154236, 0.29624074697494507, 0.28243452310562134, 0.20632745325565338, 0.12138018757104874, 0.10533376038074493"
"0.04482826218008995, 0.034278009086847305, 0.030359160155057907, 0.025061309337615967, 0.021228792145848274, 0.02215362712740898, 0.025869175791740417, 0.03131631389260292, 0.03464128449559212, 0.03265022486448288","0.04482826218008995, 0.06509951502084732, 0.11072586476802826, 0.18638591468334198, 0.26057565212249756, 0.3174456059932709, 0.3730688691139221, 0.4034825563430786, 0.41745516657829285, 0.43092334270477295","0.4554069936275482, 0.4386657476425171, 0.4276501536369324, 0.3884735405445099, 0.312034010887146, 0.2398436963558197, 0.18184006214141846, 0.12107907235622406, 0.06524258106946945, 0.03265022486448288"
"0.030562296509742737, 0.01808205433189869, 0.014687638729810715, 0.010852179490029812, 0.009859107434749603, 0.010191241279244423, 0.011280153878033161, 0.013551652431488037, 0.013445578515529633, 0.014528145082294941","0.030562296509742737, 0.03055984154343605, 0.033246517181396484, 0.034787360578775406, 0.04047934710979462, 0.04866020008921623, 0.05861763283610344, 0.07259026169776917, 0.0875501036643982, 0.10545680671930313","0.11779721081256866, 0.10620053112506866, 0.09405913203954697, 0.08338329195976257, 0.07069072127342224, 0.05691735818982124, 0.04414191097021103, 0.030881034210324287, 0.020989863201975822, 0.014528145082294941"
"0.009862855076789856, 0.011675567366182804, 0.015594239346683025, 0.021708063781261444, 0.031008241698145866, 0.040124356746673584, 0.04762845113873482, 0.06084320321679115, 0.08107045292854309, 0.10752397775650024","0.009862855076789856, 0.017104368656873703, 0.029447827488183975, 0.04801761358976364, 0.0733862817287445, 0.10018305480480194, 0.1264059841632843, 0.15587468445301056, 0.18892699480056763, 0.22335295379161835","0.12961773574352264, 0.11154619604349136, 0.0916847512125969, 0.06835538148880005, 0.04431171342730522, 0.025202376767992973, 0.017417138442397118, 0.029131628572940826, 0.061039313673973083, 0.10752397775650024"
"0.13065829873085022, 0.09319848567247391, 0.06775150448083878, 0.0480237752199173, 0.03465045616030693, 0.027540605515241623, 0.028774570673704147, 0.037158504128456116, 0.05701114237308502, 0.09159339964389801","0.13065829873085022, 0.1369074434041977, 0.15734858810901642, 0.19662751257419586, 0.2636564075946808, 0.31099995970726013, 0.35980138182640076, 0.40663620829582214, 0.4556148052215576, 0.501396656036377","0.3996553421020508, 0.379054993391037, 0.3492045998573303, 0.31866857409477234, 0.21804288029670715, 0.1272592544555664, 0.07398347556591034, 0.051720425486564636, 0.057499196380376816, 0.09159339964389801"
"0.12630391120910645, 0.08743446320295334, 0.0557464063167572, 0.035741277039051056, 0.02589045837521553, 0.03001730889081955, 0.039549872279167175, 0.06694269180297852, 0.1040075272321701, 0.15268775820732117","0.12630391120910645, 0.14886336028575897, 0.19382208585739136, 0.26249438524246216, 0.37699246406555176, 0.4557107090950012, 0.46085336804389954, 0.45221197605133057, 0.44084984064102173, 0.4358963072299957","0.44946932792663574, 0.3970377743244171, 0.3558047413825989, 0.348352313041687, 0.35347893834114075, 0.20497334003448486, 0.1498621702194214, 0.12035753577947617, 0.12754009664058685, 0.15268775820732117"
"0.1350439041852951, 0.1205991804599762, 0.11470647901296616, 0.09840348362922668, 0.07371281832456589, 0.045565493404865265, 0.023465827107429504, 0.010434204712510109, 0.003933968488126993, 0.0013770139776170254","0.1350439041852951, 0.14730232954025269, 0.18657004833221436, 0.21560513973236084, 0.259133905172348, 0.32573309540748596, 0.38853058218955994, 0.45720773935317993, 0.5144466757774353, 0.5676203370094299","0.6161721348762512, 0.5928370952606201, 0.5298608541488647, 0.4514385461807251, 0.35911720991134644, 0.27406150102615356, 0.18330277502536774, 0.08745478093624115, 0.02728649601340294, 0.0013770139776170254"
"0.20920467376708984, 0.21298383176326752, 0.19499096274375916, 0.1850622147321701, 0.1794065535068512, 0.16485284268856049, 0.15061117708683014, 0.12516620755195618, 0.0934242457151413, 0.07836250960826874","0.20920467376708984, 0.23845478892326355, 0.2618204951286316, 0.28985536098480225, 0.3213091492652893, 0.3660416305065155, 0.4521813690662384, 0.4990575313568115, 0.4972669780254364, 0.49133938550949097","0.5290918946266174, 0.4768294095993042, 0.41706743836402893, 0.35136350989341736, 0.2897833585739136, 0.23757579922676086, 0.20868746936321259, 0.1124725192785263, 0.07812884449958801, 0.07836250960826874"
"0.2436482012271881, 0.1896771937608719, 0.1584537923336029, 0.13080844283103943, 0.1062164455652237, 0.0839737206697464, 0.06791308522224426, 0.055785808712244034, 0.04949444159865379, 0.050122953951358795","0.2436482012271881, 0.23020130395889282, 0.22956959903240204, 0.23658715188503265, 0.24553295969963074, 0.2645205557346344, 0.2921035587787628, 0.33073845505714417, 0.3787478506565094, 0.4410210847854614","0.4392954111099243, 0.3819805681705475, 0.332841694355011, 0.28953737020492554, 0.24071376025676727, 0.18892602622509003, 0.13743889331817627, 0.09106539189815521, 0.06050930917263031, 0.050122953951358795"
